orgao_sup;setor;chave;id;cargo;funcao;nivel;instr;area;inst_ensino;inst_origem;car_pub;partido;cargo_ele;lid_part;exp_adm;exp_car;exp_mer;exp_soc;UF*;partido_pr;partido_ministro;indicacao;entrada;saida;perm
mapa;sri;Agro-SRI-CGOE1;ELLO;Coordenador-Geral de Organização para Exportação;DAS;4;mestrado;economia;UnB;publica;EPPGG;NA;0;0;1;3;0;NA;DF;PT;MDB;Lula;04/03/2005;17/02/2011;72,5
mapa;sri;Agro-SRI-CGOE2;WSNO;Coordenador-Geral de Organização para Exportação;DAS;4;NA;NA;NA;NA;SVE;NA;0;0;0;0;NA;NA;NA;PT;MDB;Rousseff;17/02/2011;19/08/2011;6,1
mapa;sri;Agro-SRI-CGOE3;AGAG;Coordenador-Geral de Organização para Exportação;DAS;5;especializacao;relacoes internacionais;UnB;publica;EPPGG;NA;0;0;1;0;0;NA;DF;PT;MDB;Rousseff;16/12/2011;01/06/2015;42,1
mapa;sri;Agro-SRI-S2;MJFE;Secretário de Relações Internacionais do Agronegócio;DAS;6;superior;veterinaria;NA;NA;VINC;NA;0;0;1;5;NA;NA;DF;PT;MDB;Rousseff;02/08/2013;21/01/2015;17,9
mapa;sri;Agro-SRI-DPIA3;TCIG;Diretor de Promoção Internacional do Agronegócio;DAS;5;superior;comunicacao;NA;NA;NA;NA;0;0;1;3;NA;NA;DF;PT;MDB;Rousseff;21/08/2013;10/02/2015;17,9
mapa;sri;Agro-SRI-S3;TLPA;Secretário de Relações Internacionais do Agronegócio;DAS;6;mestrado;direito;estrangeira;NA;SVE;NA;0;0;0;0;1;1;NA;PT;MDB;Rousseff;21/01/2015;12/05/2016;15,9
mapa;sri;Agro-SRI-CGA3;RSLO;Coordenador-Geral de Articulação;DAS;4;especializacao;relacoes internacionais;UniCEUB;privada;SVE;NA;0;0;1;1;0;NA;NA;PT;MDB;Rousseff;28/07/2015;20/09/2016;14
mapa;sri;Agro-SRI-DAC2;GACJ;Diretor de Assuntos Comerciais;DAS;5;especializacao;veterinaria;UFRPE;publica;SE_INT;NA;0;0;1;5;NA;NA;DF;PT;MDB;Rousseff;10/02/2015;27/07/2015;5,6
mapa;sri;Agro-SRI-CGAME2;ESMA;Coordenador-Geral de Ações no Mercado Externo;DAS;4;mestrado;agronomia;UFLA;publica;EPPGG;NA;0;0;1;5;0;NA;DF;PT;MDB;Rousseff;05/03/2015;03/06/2015;3
mapa;sri;Agro-SRI-CGOE4;MPFC;Coordenador-Geral de Organização para Exportação;DAS;4;especializacao;economia;UnB;publica;EPPGG;NA;0;0;1;5;1;NA;DF;PT;MDB;Rousseff;01/06/2015;26/08/2015;2,9
mapa;sri;Agro-SRI-DAMC1;JLROS;Diretor de Acesso a Mercados e Competitividade ;DAS;5;superior;relacoes internacionais;UnB;publica;OUTRO;NA;0;0;1;3;0;NA;DF;PT;MDB;Rousseff;11/09/2015;11/07/2017;22,3
mapa;sri;Agro-SRI-CGNCM1;LCCA;Coordenador-Geral de Negociações Comerciais Multilaterais;DAS;4;superior;NA;NA;NA;SE_INT;NA;0;0;1;3;NA;NA;DF;PT;MDB;Rousseff;28/07/2015;03/12/2015;4,3
mapa;sri;Agro-SRI-CGNCRB1;AAPO;Coordenador-Geral de Negociações Comerciais Regionais e Bilaterais;DAS;4;NA;NA;NA;NA;OUTRO;NA;0;0;1;3;0;NA;DF;PT;MDB;Rousseff;28/07/2015;03/12/2015;4,3
mapa;sri;Agro-SRI-CGNCM2;AAPO;Coordenador-Geral de Negociações Comerciais Multilaterais;DAS;4;NA;NA;NA;NA;OUTRO;NA;0;0;1;3;0;NA;DF;PT;MDB;Rousseff;03/12/2015;03/05/2016;5,1
mapa;sri;Agro-SRI-CGNCRB2;GCDO;Coordenador-Geral de Negociações Comerciais Regionais e Bilaterais;DAS;4;mestrado;economia;UnB;publica;OUTRO;NA;0;0;1;1;0;NA;DF;PT;MDB;Rousseff;03/12/2015;04/05/2016;5,1
mapa;sri;Agro-SRI-CGAAA1;GBAN;Coordenador-Geral de Atuação dos Adidos Agrícolas;DAS;4;doutorado;agronomia;UFC;publica;SE_INT;NA;0;0;1;3;0;NA;;PT;MDB;Rousseff;03/08/2015;31/08/2016;13,1
mapa;sri;Agro-SRI-CGAM1;AAPO;Coordenador-Geral de Acesso a Mercados;DAS;4;NA;NA;NA;NA;OUTRO;NA;0;0;1;3;0;NA;DF;PT;MDB;Temer;03/05/2016;08/05/2017;12,3
mapa;sri;Agro-SRI-CGC1;GCDO;Coordenador-Geral de Competividade;DAS;4;mestrado;economia;UnB;publica;OUTRO;NA;0;0;1;3;0;NA;DF;PT;MDB;Rousseff;04/05/2016;19/07/2017;14,7
mapa;sri;Agro-SRI-DNSF4;OLRS;Diretor de Negociações Sanitárias e Fitossanitárias;DAS;5;especializacao;agronomia;UFLA;publica;SE_INT;NA;0;0;1;5;NA;NA;DF;PT;MDB;Rousseff;10/02/2015;28/07/2015;5,6
mapa;sri;Agro-SRI-DNNF1;OLRS;Diretor de Negociações Não Tarifárias;DAS;5;especializacao;agronomia;UFLA;publica;SE_INT;NA;0;0;1;5;NA;NA;DF;PT;MDB;Rousseff;28/07/2015;03/05/2016;9,3
mapa;sri;Agro-SRI-DNNF2;OLRS;Diretor de Negociações Não Tarifárias;DAS;5;especializacao;agronomia;UFLA;publica;SE_INT;NA;0;0;1;5;NA;NA;DF;MDB;PP;Temer;03/05/2016;03/05/2016;0
mapa;sri;Agro-SRI-CGDNTCI1;ALPP;Coordenador-Geral de Disciplinas Não Tarifárias no Comércio Internacional;DAS;4;superior;veterinaria;UFRGS;publica;SE_INT;NA;0;0;1;3;NA;NA;DF;PT;MDB;Rousseff;28/07/2015;22/03/2016;7,9
mapa;sri;Agro-SRI-CGTSF1;JCCMA;Coordenador-Geral de Temas Sanitários e Fitossanitários;DAS;4;superior;veterinaria;UFLA;publica;SE_INT;NA;0;0;1;3;NA;1;;PT;MDB;Rousseff;28/07/2015;22/03/2016;7,9
mapa;sri;Agro-SRI-CGDNTCI2;JCCMA;Coordenador-Geral de Disciplinas Não Tarifárias no Comércio Internacional;DAS_FCPE;4;superior;veterinaria;UFLA;publica;SE_INT;NA;0;0;1;3;NA;1;;PT;MDB;Rousseff;22/03/2016;18/12/2017;21,2
mapa;sri;Agro-SRI-CGTSF2;ALPP;Coordenador-Geral de Temas Sanitários e Fitossanitários;DAS;4;superior;veterinaria;UFRGS;publica;SE_INT;NA;0;0;1;3;NA;NA;DF;MDB;PP;Temer;22/03/2016;10/08/2016;4,7
mapa;sri;Agro-SRI-DPIA4;APCF;Diretor de Promoção Internacional do Agronegócio;DAS;5;NA;NA;NA;NA;DIPL;NA;0;0;1;3;NA;NA;NA;PT;MDB;Rousseff;09/03/2015;25/01/2016;10,7
mapa;sri;Agro-SRI-CGAME3;LICH;Coordenador-Geral de Ações no Mercado Externo;DAS;4;NA;NA;NA;NA;OUTRO;NA;0;0;1;1;NA;NA;NA;PT;MDB;Rousseff;08/06/2015;28/07/2015;1,7
mapa;sri;Agro-SRI-CGPIEC1;MPFC;Coordenador-Geral de Promoção de Investimentos Estrangeiros e Cooperação;DAS;4;especializacao;economia;UnB;publica;EPPGG;NA;0;0;1;5;1;NA;DF;PT;MDB;Rousseff;26/08/2015;10/11/2015;2,5
mapa;sri;Agro-SRI-CGPIEC2;ASMAR;Coordenador-Geral de Promoção de Investimentos Estrangeiros e Cooperação;DAS;4;NA;NA;NA;NA;DIPL;PDT;0;0;1;3;NA;1;NA;PT;MDB;Rousseff;10/11/2015;02/05/2016;5,8
mapa;sri;Agro-SRI-DPIA5;ASMAR;Diretor de Promoção Internacional do Agronegócio;DAS;5;NA;NA;NA;NA;DIPL;PDT;0;0;1;3;NA;1;DF;PT;MDB;Rousseff;04/05/2016;04/08/2016;3,1
mapa;sri;Agro-SRI-CGPC1;LICH;Coordenador-Geral de Promoção Comercial;DAS;4;NA;NA;NA;NA;OUTRO;NA;0;0;1;1;NA;NA;DF;PT;MDB;Rousseff;28/07/2015;06/02/2017;18,6
mapa;sri;Agro-SRI-CGPIEC3;JAMO;Coordenador-Geral de Promoção de Investimentos Estrangeiros e Cooperação;DAS;4;mestrado;agronomia;UnB;publica;SE_INT;NA;0;0;1;3;1;NA;DF;MDB;PP;Temer;12/05/2016;29/08/2016;3,6
mapa;sri;Agro-SRI-S4;OLRS;Secretário de Relações Internacionais do Agronegócio;DAS;6;especializacao;agronomia;UFLA;publica;SE_INT;NA;0;0;1;5;NA;NA;DF;MDB;PP;Temer;10/08/2016;04/01/2019;29,2
mapa;sri;Agro-SRI-CGAM2;ALOG;Coordenador-Geral de Acesso a Mercados;DAS;4;especializacao;administracao;União Educacional de Brasília;publica;OUTRO;NA;0;0;1;3;0;NA;NA;MDB;PP;Temer;08/05/2017;25/01/2019;20,9
mapa;sri;Agro-SRI-CGAAA2;ECSO;Coordenador-Geral de Atuação dos Adidos Agrícolas;DAS;4;especializacao;agronomia;UFMT;publica;SE_INT;NA;0;0;1;3;1;NA;DF;MDB;PP;Temer;31/08/2016;19/10/2016;1,6
mapa;sri;Agro-SRI-CGAPA1;RSLO;Coordenador-Geral de Afastamentos do País e Articulação;DAS;4;especializacao;relacoes internacionais;UniCEUB;privada;SVE;NA;0;0;1;3;0;NA;NA;MDB;PP;Temer;20/09/2016;03/10/2018;24,8
mapa;sri;Agro-SRI-CGAPA2;JUVI;Coordenador-Geral de Afastamentos do País e Articulação;DAS;4;mestrado;relacoes internacionais;UNIEURO;privada;VINC;NA;0;0;1;3;0;NA;DF;MDB;PP;Temer;11/10/2018;13/02/2019;4,2
mapa;sri;Agro-SRI-DAMC2;GCDO;Diretor de Acesso a Mercados e Competitividade ;DAS;5;mestrado;economia;UnB;publica;OUTRO;NA;0;0;1;3;0;NA;DF;MDB;PP;Temer;19/07/2017;25/01/2019;18,5
mapa;sri;Agro-SRI-CGC2;AGAG;Coordenador-Geral de Competividade;DAS;4;especializacao;relacoes internacionais;UnB;publica;EPPGG;NA;0;0;1;3;0;NA;DF;MDB;PP;Temer;22/08/2017;11/10/2018;13,8
mapa;sri;Agro-SRI-CGC3;RACA;Coordenador-Geral de Competividade;DAS;4;NA;NA;NA;NA;OUTRO;NA;0;0;1;3;NA;NA;NA;MDB;PP;Temer;11/10/2018;04/04/2019;5,8
mapa;sri;Agro-SRI-DNNT3;ALPP;Diretor de Negociações Não Tarifárias;DAS;5;superior;veterinaria;UFRGS;publica;SE_INT;NA;0;0;1;3;NA;NA;DF;MDB;PP;Temer;10/08/2016;06/06/2018;22,2
mapa;sri;Agro-SRI-CGDNTCI3;MAAA;Coordenador-Geral de Disciplinas Não Tarifárias no Comércio Internacional;FCPE;4;mestrado;agronomia;UFSC;publica;SE_INT;NA;0;0;1;3;1;1;DF;MDB;PP;Temer;18/12/2017;13/02/2019;NA
mapa;sri;Agro-SRI-CGTSF3;LEDFE;Coordenador-Geral de Temas Sanitários e Fitossanitários;DAS;4;mestrado;veterinaria;UFMG;publica;SE_INT;NA;0;0;1;5;1;NA;DF;MDB;PP;Temer;19/08/2016;12/07/2018;23,1
mapa;sri;Agro-SRI-DNNT4;LEDFE;Diretor de Negociações Não Tarifárias;DAS;5;mestrado;veterinaria;UFMG;publica;SE_INT;NA;0;0;1;5;1;NA;DF;MDB;PP;Temer;12/07/2018;25/01/2019;6,6
mapa;sri;Agro-SRI-CGTSF4;LSAN;Coordenador-Geral de Temas Sanitários e Fitossanitários;FCPE;4;NA;veterinaria;UFF;publica;SE_INT;NA;0;0;1;3;0;NA;NA;MDB;PP;Temer;07/08/2018;25/01/2019;5,7
mapa;sri;Agro-SRI-DPIA6;ESMA;Diretor de Promoção Internacional do Agronegócio;DAS;5;mestrado;agronomia;UFLA;publica;EPPGG;NA;0;0;1;5;0;NA;DF;MDB;PP;Temer;15/09/2016;24/08/2017;11,4
mapa;sri;Agro-SRI-CGPC2;ROFO;Coordenador-Geral de Promoção Comercial;DAS;4;mestrado;arquitetura;UnB;publica;EPPGG;NA;0;0;1;1;0;NA;DF;MDB;PP;Temer;06/02/2017;04/09/2017;7
mapa;sri;Agro-SRI-CGPC3;RAGM;Coordenador-Geral de Promoção Comercial;DAS;4;superior;marketing;NA;NA;SVE;NA;0;0;0;0;NA;NA;NA;MDB;PP;Temer;03/11/2017;23/04/2018;5,7
mapa;sri;Agro-SRI-CGPC4;CRKA;Coordenador-Geral de Promoção Comercial;DAS;4;superior;relacoes publicas;estrangeira;NA;SVE;NA;0;0;1;3;1;NA;DF;MDB;PP;Temer;03/04/2018;25/01/2019;9,9
mapa;sri;Agro-SRI-CGPIEC5;ESJR;Coordenador-Geral de Promoção de Investimentos Estrangeiros e Cooperação;DAS;4;especializacao;analise de sistemas e comercio exterior;UNISINOS;privada;SVE;NA;0;0;1;NA;0;NA;NA;MDB;PP;Temer;09/09/2016;24/08/2017;11,6
mapa;sri;Agro-SRI-CGPIEC6;JAMO;Coordenador-Geral de Promoção de Investimentos Estrangeiros e Cooperação;DAS;4;mestrado;agronomia;UnB;publica;SE_INT;NA;0;0;1;3;1;NA;DF;MDB;PP;Temer;04/09/2017;20/02/2018;5,6
mapa;sri;Agro-SRI-CGPIEC7;RAGM;Coordenador-Geral de Promoção de Investimentos Estrangeiros e Cooperação;DAS;4;superior;marketing;NA;NA;SVE;NA;0;0;0;0;NA;NA;DF;MDB;PP;Temer;23/04/2018;03/02/2020;21,7
mapa;sri;Agro-SRI-DPIA7;ESJR;Diretor de Promoção Internacional do Agronegócio;DAS;5;especializacao;analise de sistemas e comercio exterior;UNISINOS;privada;SVE;NA;0;0;1;3;0;NA;DF;MDB;PP;Temer;14/08/2017;13/02/2019;18,3
mapa;sri;Agro-SRI-S5;ORLR;Secretário de Comércio e Relações Internacionais;DAS;6;superior;economia;UCAM;privada;DIPL;NA;0;0;1;5;0;NA;DF;PSL;DEM;Bolsonaro;24/01/2019;NA;NA
mapa;sri;Agro-SRI-SA1;FCBE;Secretário Adjunto;DAS;5;doutorado;direito;USP;publica;DIPL;NA;0;0;1;3;1;NA;DF;PSL;DEM;Bolsonaro;25/01/2019;NA;NA
mapa;sri;Agro-SRI-CGALA1;JUVI;Coordenador-Geral de Apoio Logístico e Articulação;DAS;4;mestrado;relacoes internacionais;UNIEURO;privada;VINC;NA;0;0;1;3;0;NA;DF;PSL;DEM;Bolsonaro;13/02/2019;12/07/2019;5
mapa;sri;Agro-SRI-CGALA2;RGRE;Coordenador-Geral de Apoio Logístico e Articulação;DAS;4;mestrado;economia;UFRGS;publica;EPPGG;NA;0;0;1;3;0;NA;DF;PSL;DEM;Bolsonaro;18/07/2019;12/08/2019;0,8
mapa;sri;Agro-SRI-CGALA3;SMAN;Coordenador-Geral de Apoio Logístico e Articulação;DAS;4;especializacao;engenharia mecanica;UFSC;publica;SVE;NA;0;0;1;3;1;1;DF;PSL;DEM;Bolsonaro;19/08/2019;07/02/2020;5,7
mapa;sri;Agro-SRI-CGGAA1;ECSO;Coordenador-Geral de Gestão dos Adidos Agrícolas;DAS;4;especializacao;agronomia;UFMT;publica;SE_INT;NA;0;0;1;3;1;NA;DF;PSL;DEM;Bolsonaro;25/01/2019;21/03/2019;1,8
mapa;sri;Agro-SRI-CGGAA2;ABJO;Coordenador-Geral de Gestão dos Adidos Agrícolas;DAS;4;mestrado;agronomia;UNESP;publica;VINC;NA;0;0;1;3;0;1;DF;PSL;DEM;Bolsonaro;18/06/2019;22/01/2021;19,5
mapa;sri;Agro-SRI-DCNI1;ALOG;Diretor de Comércio e Negociações Internacionais;DAS;5;especializacao;administracao;União Educacional de Brasília;privada;OUTRO;NA;0;0;1;3;0;NA;DF;PSL;DEM;Bolsonaro;15/01/2019;22/04/2020;15,4
mapa;sri;Agro-SRI-CGC4;CHLJR;Coordenador-Geral de Competividade;DAS;4;especializacao;direito;Universidade Vila Velha;privada;OUTRO;NA;0;0;1;1;0;NA;DF;PSL;DEM;Bolsonaro;04/04/2019;23/03/2020;11,8
mapa;sri;Agro-SRI-DTTSF1;RDAM;Diretor de Temas tecnicos, Sanitários e Fitossanitários;DAS;5;mestrado;relacoes internacionais;Católica;privada;EPPGG;NA;0;0;1;5;0;NA;DF;PSL;DEM;Bolsonaro;25/01/2019;09/07/2019;5,5
mapa;sri;Agro-SRI-CGTSF5;LEDFE;Coordenador-Geral de Temas Sanitários e Fitossanitários;FCPE;4;mestrado;veterinaria;UFMG;publica;SE_INT;NA;0;0;1;5;1;NA;DF;PSL;DEM;Bolsonaro;15/01/2019;09/07/2019;5,8
mapa;sri;Agro-SRI-DTTSF2;LEDFE;Diretor de Temas tecnicos, Sanitários e Fitossanitários;DAS;5;mestrado;veterinaria;UFMG;publica;SE_INT;NA;0;0;1;5;1;NA;DF;PSL;DEM;Bolsonaro;09/07/2019;NA;NA
mapa;sri;Agro-SRI-CGTSF6;LSAN;Coordenador-Geral de Temas Sanitários e Fitossanitários;FCPE;4;NA;veterinaria;UFF;publica;SE_INT;NA;0;0;1;3;0;NA;NA;PSL;DEM;Bolsonaro;11/07/2019;16/12/2019;5,3
mapa;sri;Agro-SRI-CGSR1;MAAA;Coordenador-Geral de Sustentabilidade e Regulação;FCPE;4;mestrado;agronomia;UFC;publica;SE_INT;NA;0;0;1;3;1;1;DF;PSL;DEM;Bolsonaro;13/02/2019;NA;NA
mapa;sri;Agro-SRI-DPI1;MNGA;Diretor de Promoção Internacional / Comercial e Investimentos;DAS;5;superior;administracao;UPE;publica;SVE;NA;0;0;0;0;1;1;NA;PSL;DEM;Bolsonaro;21/02/2019;18/09/2020;19,2
mapa;sri;Agro-SRI-CGAME4;FAMF;Coordenador-Geral de Ações no Mercado Externo;FCPE;4;NA;NA;NA;NA;EPPGG;NA;0;0;1;3;NA;NA;NA;PSL;DEM;Bolsonaro;15/01/2019;25/07/2019;6,4
mapa;sri;Agro-SRI-CGAME5;RGRE;Coordenador-Geral de Ações no Mercado Externo;FCPE;4;mestrado;economia;UFRGS;publica;EPPGG;NA;0;0;1;3;0;NA;DF;PSL;DEM;Bolsonaro;12/08/2019;05/04/2020;7,9
mapa;sri;Agro-SRI-CGAMI1;GCDO;Coordenador-Geral de Ações no Mercado Interno;FCPE;4;mestrado;economia;UnB;publica;OUTRO;NA;0;0;1;5;0;NA;DF;PSL;DEM;Bolsonaro;25/01/2019;23/03/2020;14,1
mapa;sri;Agro-SRI-CGALA4;LCMA;Coordenador-Geral de Apoio Logístico e Articulação;FCPE_DAS;4;mestrado;administracao;UnB;publica;EPPGG;NA;0;0;1;3;0;0;DF;PSL;DEM;Bolsonaro;23/03/2020;NA;NA
mapa;sri;Agro-SRI-DNAC1;ALOG;Diretor de Negociações e Análises Comerciais;DAS;5;especializacao;administracao;União Educacional de Brasília;privada;OUTRO;NA;0;0;1;5;0;NA;DF;PSL;DEM;Bolsonaro;22/04/2020;NA;NA
mapa;sri;Agro-SRI-CGAC1;CHLJR;Coordenador-Geral de Assuntos Comerciais;FCPE;4;especializacao;direito;Universidade Vila Velha;privada;OUTRO;NA;0;0;1;3;0;NA;DF;PSL;DEM;Bolsonaro;23/03/2020;NA;NA
mapa;sri;Agro-SRI-CGEAC1;GCDO;Coordenador-Geral  de Estatística e Análise Comercial;FCPE;4;mestrado;economia;UnB;publica;OUTRO;NA;0;0;1;5;0;NA;DF;PSL;DEM;Bolsonaro;23/03/2020;NA;NA
mapa;sri;Agro-SRI-CGTSF7;CAVS;Coordenador-Geral de Temas Sanitários e Fitossanitários;FCPE;4;superior;veterinaria;UFPR;publica;SE_INT;NA;0;0;1;3;1;NA;DF;PSL;DEM;Bolsonaro;29/01/2020;NA;NA
mapa;sri;Agro-SRI-DPCI1;JMFER;Diretor de Promoção Comercial e Investimentos;DAS;5;doutorado;direito;USP;publica;DIPL;NA;0;0;1;5;0;NA;NA;PSL;DEM;Bolsonaro;22/09/2020;NA;NA
mapa;sri;Agro-SRI-CGPIEC8;ROLB;Coordenador-Geral de Promoção de Investimentos Estrangeiros e Cooperação;DAS;4;superior;administracao;União Educacional de Brasília;privada;SVE;NA;0;0;1;3;0;NA;NA;PSL;DEM;Bolsonaro;23/03/2020;28/05/2020;2,2
mapa;sri;Agro-SRI-CGPC5;ROLB;Coordenador-Geral de Promoção Comercial;DAS;4;superior;administracao;União Educacional de Brasília;privada;SVE;NA;0;0;1;3;0;NA;DF;PSL;DEM;Bolsonaro;28/05/2020;22/01/2021;8
mapa;sri;Agro-SRI-CGPC6;ABJO;Coordenador-Geral de Promoção Comercial;DAS;4;mestrado;agronomia;UNESP;publica;VINC;NA;0;0;1;3;0;1;DF;PSL;DEM;Bolsonaro;22/01/2021;29/04/2021;3,2
mapa;sri;Agro-SRI-CGPC7;ACPA;Coordenador-Geral de Promoção Comercial ;DAS;4;especializacao;zootecnia;UNESP;publica;SE_INT;NA;0;0;1;3;0;NA;DF;PSL;DEM;Bolsonaro;09/06/2021;29/11/2021;5,8
mapa;sri;Agro-SRI-CGPC8;ABJO;Coordenador-Geral de Promoção Comercial;DAS;4;mestrado;agronomia;UNESP;publica;VINC;NA;0;0;1;5;0;1;DF;PSL;DEM;Bolsonaro;29/11/2021;NA;NA
mapa;sri;Agro-SRI-CGGAA3;ROLB;Coordenador-Geral de Gestão dos Adidos Agrícolas;DAS;4;superior;administracao;União Educacional de Brasília;privada;SVE;NA;0;0;1;3;0;NA;DF;PSL;DEM;Bolsonaro;21/01/2021;NA;NA
mcti;setec;Tecno-SETEC-S1;ROMO;Secretário de Desenvolvimento e Inovação;DAS;6;doutorado;fisica;USP;publica;MAG_SUP;NA;NA;NA;1;5;1;NA;NA;PT;PT;Lula;26/06/2009;03/02/2012;31,7
mcti;setec;Tecno-SETEC-CGIT1;RFDAM;Coordenador-Geral de Inovação Tecnológica;DAS;4;NA;NA;NA;NA;SE_INT;NA;0;0;1;3;NA;NA;NA;PT;PT;Lula;09/10/2006;01/04/2014;91,0
mcti;setec;Tecno-SETEC-CGST1;NGNP;Coordenador-Geral de Serviços Tecnológicos;DAS;4;NA;NA;NA;NA;OUTRO;NA;0;0;1;3;NA;NA;NA;PT;PT;Lula;25/09/2009;16/05/2012;32,1
mcti;setec;Tecno-SETEC-CGTS1;ADFIL;Coordenador-Geral de Tecnologias Setoriais;DAS;4;mestrado;fisica;USP;publica;SVE;NA;0;0;1;5;0;NA;DF;PT;PT;Lula;05/06/2007;01/06/2013;72,9
mcti;setec;Tecno-SETEC-CGMNT1;MNBAI;Coordenador-Geral de Micro e Nanotecnologias;DAS;4;doutorado;fisica;UFRGS;publica;MAG_SUP;NA;0;0;1;5;0;NA;NA;PT;PT;Lula;18/03/2010;03/03/2011;11,7
mcti;setec;Tecno-SETEC-CGMNT2;ADFAZ;Coordenador-Geral de Micro e Nanotecnologias;DAS;4;doutorado;fisica;UnB;publica;MAG_SUP;NA;0;0;1;NA;0;1;NA;PT;PT;Rousseff;03/03/2011;29/07/2011;4,9
mcti;setec;Tecno-SETEC-CGMNT3;LCPME;Coordenador-Geral de Micro e Nanotecnologias;DAS;4;mestrado;quimica;UFPE;publica;OUTRO;NA;0;0;1;5;0;1;NA;PT;PT;Rousseff;25/08/2011;03/10/2011;1,3
mcti;setec;Tecno-SETEC-CGMNT4;ADFAZ;Coordenador-Geral de Micro e Nanotecnologias;DAS;4;doutorado;fisica;UnB;publica;MAG_SUP;NA;0;0;1;5;0;1;DF;PT;PT;Rousseff;14/11/2011;14/05/2012;6,1
mcti;setec;Tecno-SETEC-S2;ATPRA;Secretário de Desenvolvimento e Inovação;DAS;6;doutorado;engenharia mecanica;UnB;publica;MAG_SUP;NA;0;0;1;NA;0;NA;SC;PT;NA;Rousseff;NA;25/08/2014;NA
mcti;setec;Tecno-SETEC-CGIT2;CALNE;Coordenador-Geral de Inovação Tecnológica;DAS;4;NA;NA;NA;NA;SE_INT;NA;0;0;1;3;NA;NA;DF;PT;NA;Rousseff;01/09/2014;16/12/2016;27,9
mcti;setec;Tecno-SETEC-CGST2;JMCG;Coordenador-Geral de Serviços Tecnológicos;DAS;4;doutorado;engenharia eletrica;UFRGS;publica;MAG_SUP;NA;0;0;1;NA;0;1;SC;PT;PT;Rousseff;15/08/2012;18/11/2016;51,9
mcti;setec;Tecno-SETEC-CGMN5;FOPFI;Coordenador-Geral de Micro e Nanotecnologias;DAS;4;doutorado;fisica;UFMG;publica;MAG_SUP;NA;0;0;1;0;0;NA;;PT;PT;Rousseff;27/07/2012;06/02/2015;30,8
mcti;setec;Tecno-SETEC-S3;AZMI;Secretário de Desenvolvimento e Inovação;DAS;6;doutorado;engenharia mecanica;ITA;publica;MAG_SUP;NA;0;0;1;NA;1;NA;SP;PT;NA;Rousseff;29/08/2014;19/11/2015;14,9
mcti;setec;Tecno-SETEC-CGTS2;EDSL;Coordenador-Geral de Tecnologias Setoriais;DAS;4;mestrado;engenharia eletrica;UnB;publica;SE_INT;NA;0;0;1;3;1;1;DF;PT;NA;Rousseff;11/09/2014;16/11/2016;26,6
mcti;setec;Tecno-SETEC-S4;ATPRA;Secretário de Desenvolvimento e Inovação;DAS;6;doutorado;engenharia mecanica;UnB;publica;MAG_SUP;NA;0;0;1;5;0;NA;SC;MDB;PSD;Temer;12/07/2016;21/03/2018;20,6
mcti;setec;Tecno-SETEC-DPPAI1;JMCG;Diretor de Políticas e Programas de Apoio à Inovação;DAS;4;doutorado;engenharia eletrica;UFRGS;publica;MAG_SUP;NA;0;0;1;3;0;1;DF;MDB;PSD;Temer;18/11/2016;30/01/2019;26,8
mcti;setec;Tecno-SETEC-CGAIE1;LMOVI;Coordenador-Geral de Ambientes Inovadores e Empreendedorismo;FCPE;4;doutorado;economia;UFMS;publica;OUTRO;NA;0;0;0;0;1;1;NA;MDB;PSD;Temer;11/09/2017;01/03/2019;
mcti;setec;Tecno-SETEC-CGIDT1;CALNE;Coordenador-Geral de Incentivos ao Desenvolvimento Tecnológico e Inovação;DAS;4;NA;NA;NA;NA;SE_INT;NA;0;0;1;3;NA;NA;DF;MDB;PSD;Temer;16/12/2016;01/11/2017;10,7
mcti;setec;Tecno-SETEC-CGCST1;ECEAZ;Coordenador-Geral de Chefe de Serviços Tecnológicos;FCPE;4;especializacao;administracao;Centro Unificado de Ensino de Brasília;privada;SE_INT;NA;0;0;1;3;0;NA;DF;MDB;PSD;Temer;16/11/2016;01/03/2019;27,8
mcti;setec;Tecno-SETEC-CGDITE1;EDSL;Coordenador-Geral de Desenvolvimento e Inovação em Tecnologias Setoriais;FCPE;4;mestrado;engenharia eletrica;UnB;publica;SE_INT;NA;0;0;1;3;1;1;DF;MDB;PSD;Temer;16/11/2016;30/01/2019;26,8
mcti;setec;Tecno-SETEC-CGDTCH1;LEABE;Coordenador-Geral de Desenvolvimento e Inovação em Tecnologias Convergentes e Habilitadoras;DAS;4;doutorado;computacao;UNIVALI;privada;SVE;NA;0;0;0;0;1;1;NA;MDB;PSD;Temer;29/03/2017;01/03/2019;23,4
mcti;setec;Tecno-SETEC-CGDITE1;MACAL;Coordenador-Geral de Desenvolvimento e Inovação em Tecnologias Estratégicas;DAS;4;mestrado;ciencias aeroespaciais;AFA;publica;MIL;NA;0;0;1;3;0;NA;NA;MDB;PSD;Temer;25/01/2017;30/07/2018;18,4
mcti;setec;Tecno-SETEC-S5;MSMA;Secretário de Desenvolvimento e Inovação;DAS;6;mestrado;engenharia e direito;INATEL;privada;OUTRO;NA;0;0;1;5;0;NA;SC;MDB;PSD;Temer;20/03/2018;17/01/2019;10,1
mcti;setec;Tecno-SETEC-DPDITE1;ADRMA;Diretor de Políticas de Desenvolvimento e Inovação em Tecnologias Estruturantes;DAS;5;doutorado;quimica;UFSCAR;publica;SVE;NA;0;0;1;0;1;NA;NA;MDB;PSD;Temer;03/07/2018;30/01/2019;7,0
